training;age;emergency_breaking;braking_distance;power;miles;risk;group_name;group
0;33.427593603669294;0;35.03532285334516;76.42652046680207;25.537082101500843;-0.7658405888231025;low;2
0;50.20760187011558;1;44.67714036108399;140.31326840028044;18.6132609365052;3.520013659364846;high;0
0;45.475764437343905;0;41.255491211794876;123.97702636779476;37.82998297072318;3.0520260964480546;high;0
0;90.81617133841263;1;43.44494338990371;233.74629286485563;64.19423572476953;12.723140576128262;high;0
1;32.76986214504936;0;42.88292096295457;85.41149866561034;24.382303477547175;-2.1848045401132934;low;2
0;41.60164479676835;0;42.19771057040986;85.740060664941;25.892234777590524;0.9827898912810333;low;2
0;35.96261679161646;1;43.94854828595539;115.55153230813605;34.221224741612524;0.5677104088666273;low;2
0;52.2515403498358;1;40.40250306029828;155.3641902527647;7.677373182671591;3.7211217599230593;high;0
0;58.77530278173938;1;32.32894078957972;76.53184118270079;20.48505140138213;2.0594194825266916;medium;1
0;51.23384999938477;0;46.13291850645887;141.9159928390826;28.090478754925215;4.751373461273271;high;0
0;63.71136860356;1;36.54154900408446;162.6240322639299;49.40476547190181;4.183469159309522;high;0
1;28.063535960739955;0;44.4386156487772;150.65987805814027;86.6186667341999;1.8214686066143173;medium;1
0;17.670632831285427;1;42.65586782112577;118.91508535849472;62.227552412486205;4.999927170871636;high;0
0;27.760834249742437;0;41.87758595552347;97.26585869033383;24.917547998871264;1.632566971185104;medium;1
0;65.22686573807975;0;40.82584360615186;117.48630714528043;25.41949534202468;5.099430191806259;high;0
1;38.84980679134191;0;41.38821760049519;115.93689383545646;45.21467376821567;-1.0854285633075722;low;2
0;65.6409022128046;1;41.02104960241541;64.64448729629639;27.095632686373207;4.800289732984826;high;0
0;46.38059043281126;0;40.1572785075322;143.30287606647528;41.67730356795439;3.25175716339742;high;0
1;23.101084295335898;0;39.467623736870735;117.80232696031479;26.381462068168535;-1.3672647893777765;low;2
0;55.41207976133237;1;41.47196608961735;156.7799621359113;9.605257586162306;3.7527924706262823;high;0
0;33.2908035350963;0;42.93585057465435;163.4737059469673;59.74476911068371;4.595800425905854;high;0
1;44.672163651384224;0;37.99870575946892;126.04676080796926;45.005372604002545;-1.1632675530569547;low;2
0;23.419934201655494;0;41.19689497392249;110.02711737601095;35.19604756108951;1.8404246928020975;medium;1
0;25.096155539618362;1;33.646748691180065;168.41476564296045;23.742266884025995;0.48938972352183224;low;2
1;32.57170846954935;1;36.139297239424714;140.53666271885052;29.26506696319472;-3.72064224740512;low;2
0;31.298696904748567;1;31.794534655918856;157.8153213656979;42.94485056762262;-0.10959617024059018;low;2
0;43.75450324100502;0;38.75648089275281;111.36429616804591;46.748305108417;1.61715577775822;medium;1
0;24.212898992158145;1;41.82718945921959;90.64243523322008;49.262122743105394;1.6048883081863456;medium;1
0;31.736671271287797;0;43.34665775813918;160.43706303817714;47.075935454199886;2.97254434541915;medium;1
0;20.08348689219955;1;33.59634152435625;167.25123406094525;36.532192412924815;2.4115397257268207;medium;1
0;58.02666372084513;0;43.90533445335251;155.22052774056021;40.783622192290665;5.958429229748437;high;0
0;19.5795497556409;0;35.12745634787787;135.31296850197202;27.708396691187012;1.693950486900958;medium;1
0;43.87641450629716;1;38.07107297611939;180.33712010298;31.663545463727665;2.063190881223979;medium;1
0;20.99063794884536;0;37.62501292302226;138.1728110206639;45.443471318231694;3.830803162511206;high;0
0;34.61948426264349;1;47.492003447716044;140.65910454621488;65.85139420363961;2.9868860295493507;medium;1
1;18.453761966106303;0;40.839122385822165;109.19439380963914;21.33628199006773;-0.5513650182073918;low;2
