training;age;emergency_breaking;braking_distance;power;miles;risk;group_name;group
0;41.95110048903289;0;40.93332787462426;122.23832922740092;98.50976528624481;3.715018871973337;high;0
0;24.368285589220864;1;44.79731722959372;113.76529816264537;46.3241779568826;2.4329279215952004;medium;1
0;18.31464854020033;1;41.58724107726564;143.4272689721491;76.86296775054541;4.064888050388149;high;0
0;51.265253597028746;1;47.266715840736616;111.57813338145885;102.69706892186723;5.102776793168815;high;0
0;23.578860695782968;0;42.83531904999266;145.99423528165062;63.69005482370516;3.7243532313936663;high;0
0;29.506037448444687;1;46.54774461118094;139.82021374910622;66.6109987067414;3.1151966369128594;high;0
0;21.289385497718584;1;40.666498614459684;134.74959901853413;63.14696376090199;1.7590817600286968;medium;1
1;47.45948258877593;0;35.168549660732275;142.21539128578686;123.38527207484728;0.0998689774017188;low;2
1;20.573679774344832;1;41.798825762818566;114.67787127767478;103.8538419040164;-0.04870033355316412;low;2
0;24.639606105713938;1;40.801391067606176;162.4571977182935;44.292385555450004;2.4418170735421016;medium;1
0;55.09114882833982;1;41.03586783892712;132.47867065717548;49.93337783002825;3.95532290662704;high;0
0;51.4931888684921;0;44.24818540170389;135.28685869427474;112.74691948806921;6.44239790177971;high;0
0;28.37800425067109;0;36.39514680027566;119.32310048632162;40.31833504837922;1.1284792640622254;medium;1
1;49.147118620941626;1;40.594679917329685;196.3560086600043;96.09419266176747;1.5309449015402603;medium;1
0;41.05706952184839;0;36.22753667967272;149.95911542808963;57.390030977676055;2.2680369985904125;medium;1
0;33.55568559242914;0;44.37160844305879;222.29603742956803;62.16445627109058;3.34744306751354;high;0
0;36.030713973968965;0;36.659158037926346;160.34683545754405;99.69918070336199;1.4940014060720281;medium;1
1;25.752929306726454;0;41.69169772032208;125.23010439353908;95.79868383517025;0.14775107288544478;low;2
0;54.17680330324729;0;34.05434413954248;85.76574103057678;143.38346565838927;3.7109450771655648;high;0
1;23.484886739988905;0;39.896379560968306;99.1842926918049;73.95738787900292;-1.605404891298846;low;2
1;24.136107986939713;0;41.80048447494768;167.40615212296274;89.5905010808034;0.32973938457517193;low;2
0;23.90016193202574;1;45.41194171863051;151.90083919972648;63.69648405153515;3.1704324537098927;high;0
0;21.28492582961333;1;42.19542737236858;117.1152174938369;63.38137008607537;2.671967265697461;medium;1
0;41.28292409057493;0;43.336578056123955;73.01576929749905;47.79498924792508;3.2202618542945194;high;0
0;34.753099178076155;0;39.0352263835524;132.3686329215392;88.85661624961831;1.616059878283278;medium;1
0;20.362940067152593;0;39.77429047222476;81.5009104791715;80.18707827141205;3.9537530923443702;high;0
0;59.537049106416724;1;37.71201457333925;102.10317650518326;106.67976068547243;4.311280763739283;high;0
1;20.741812378595643;0;41.34351038275368;154.12527506352592;60.84012955369725;0.22371784114055493;low;2
0;29.025774238669598;0;42.70706537733409;103.69421297256054;64.40396970497639;1.9168908158809863;medium;1
0;21.771085669945748;1;42.801831247011904;184.43645047716987;64.68261462010224;3.943655621065154;high;0
0;32.94140119039462;1;42.317115666971695;131.40126555119244;114.88375754147873;1.571757676821124;medium;1
