training;age;emergency_breaking;braking_distance;power;miles;risk;group_name;group
0;38.934901280353834;0;41.18313567657156;151.96795799367942;104.88072955712074;2.882005569322234;medium;1
1;56.06304797354138;1;37.20267658453731;65.89746863575634;95.21331974642521;0.13995152133912864;low;2
0;27.54623508400771;1;33.46623810436037;95.89448232624814;64.43146605387204;-0.9135426143069492;low;2
0;31.972256726187453;1;44.39255968421954;113.18248077916154;90.83500614372618;1.414400530495049;medium;1
0;63.28489209415875;0;39.19572547805384;161.31811883642365;55.72397106086754;3.4468062766510754;high;0
0;53.59133929629398;0;40.24962999897973;164.73722618689624;58.275626108775285;3.0883463863343055;high;0
0;46.85658299274869;0;42.71321923421124;150.96708279900466;119.32968502641643;4.250306391305877;high;0
0;21.584833959601134;1;41.00193827370947;119.61423671607398;104.9749892710024;2.021507807319845;medium;1
0;20.333945380498324;1;39.71578309612;151.97918198661787;107.21626563800707;2.7359570887072064;medium;1
0;37.03310704365667;0;35.181604987723944;155.88442536639982;39.52865898716517;0.7573097487807741;low;2
0;42.44643172496373;1;39.99144749690711;117.7626057415179;28.241051876439524;0.2351702258993423;low;2
1;74.76157993024077;1;34.5548879192584;79.23584981238909;52.69598329356715;0.022007368453809878;low;2
1;24.72484528758458;1;50.49193744838975;150.134215360663;141.042244033352;3.4700451321045795;high;0
0;42.667758614375856;1;38.56431123469035;168.42519571700961;53.738060367006014;0.9203771350916228;low;2
0;31.30019256966742;1;42.24634569511406;143.31543105560058;69.10883806628135;0.9046670120904571;low;2
1;22.841534523642945;0;51.65495861659936;118.42893294913821;86.78477679780192;2.6002938580457786;medium;1
1;46.80976390723127;0;42.94322242152703;188.6840732400625;29.670546645520773;1.818405021771099;medium;1
0;26.014495646183967;1;39.87322266039921;127.73864712284796;72.84138043477064;0.662607674677646;low;2
0;43.67027866238879;1;43.302056130852044;159.8858486246636;39.3875544225743;1.8565062495834082;medium;1
0;49.77083639083761;1;45.12236234888832;134.73230615875562;98.64472849169772;2.930748540329479;medium;1
1;47.33271133292436;0;44.16641560745462;109.0865137876313;63.177176149422735;0.5644113335192863;low;2
0;45.587287639075505;1;39.35628565637198;106.34096855447858;40.148700097281996;0.22019488656994354;low;2
0;58.749446628500394;1;50.314974239552704;165.3290150790234;60.88593149638529;4.101409138513426;high;0
0;39.84654700994817;0;38.209359577272735;146.75005991658855;83.1544530002646;1.9602883697894238;medium;1
1;30.359596239987535;0;45.01156924759462;197.51018934101737;116.8599781180541;3.4640529067734023;high;0
0;48.50314615757711;1;42.12534814934696;135.14473782977745;41.72729824471281;1.5024864952698471;medium;1
0;37.31362253634789;1;27.549649113388078;150.35198321082055;44.64045004890846;-2.048362858765294;low;2
0;29.9712466494619;1;38.85824249176937;139.7659626462216;77.34987412170224;0.6094565473869712;low;2
1;29.64779677521459;0;40.51915402888604;85.52081595128774;93.24997355145307;0.02027886493949116;low;2
0;36.266758960651046;1;43.666376296480884;181.52305211887779;113.74338509621623;3.1834126223885133;high;0
1;37.14825890179333;1;42.453009830996294;155.86799073061496;41.983397396543126;-0.9323998542288858;low;2
0;37.47158199912001;1;30.48948814079094;114.82661951886358;87.10675520107146;-1.6276647659045305;low;2
0;30.434453573644078;0;41.979418029526904;144.38926306091236;69.73138286466289;2.4269329181911377;medium;1
0;39.8693547382687;1;34.10381648455676;75.75886235593526;40.71886408381739;-1.075961884631214;low;2
0;52.084150828759704;1;41.5888370873939;189.98389114719544;64.70999943905143;2.977791457050292;medium;1
0;29.460842118959654;1;46.982914258362456;139.77817194762125;79.44273109607104;2.4261680898029403;medium;1
1;46.62949289325112;1;49.31462247616007;117.49888463911444;73.81398398873813;1.1141641346630657;medium;1
0;33.743707073045435;1;37.10085485362822;87.10173427963349;96.68612617915355;-0.3084012792414976;low;2
0;29.35954448105377;1;33.50084304886349;138.64039940933088;74.09724021786297;-0.45463441583552777;low;2
0;50.215305701283626;1;46.34355470028582;130.1527692279347;50.95292380997384;2.2355006179670447;medium;1
0;53.65122703228839;1;40.809051468396184;111.1557091985436;68.91301483261738;1.4516633660623168;medium;1
0;27.28189333407714;0;39.65689451781052;140.48221600083156;49.18783836950685;1.193028146217751;medium;1
0;36.77296118225931;1;42.88404442937961;123.74722142337878;47.88875161353381;-0.03863383429047401;low;2
0;26.912707319187476;1;40.89044276226778;204.08056648230925;50.56995097328361;1.818337548495584;medium;1
0;24.295537385959328;0;38.847582016137494;115.71265244611861;94.56029138966852;2.177069694485553;medium;1
0;29.179608117929973;1;34.871566497098804;185.89168837163896;66.37877729636428;0.933735305272679;low;2
0;20.648178999326007;0;34.47361841975969;68.93616053684457;50.36816257108377;0.6734477131218579;low;2
0;21.77599577814437;1;43.374777392153064;85.45437285304678;59.02825731604083;1.0573740489000192;medium;1
0;26.465797486967716;1;38.87290272283608;105.35091860949181;93.94097412167783;0.6074512831271992;low;2
1;31.24014917661837;0;44.46146338246857;107.09162110679824;52.458874459699686;-0.20070861001178875;low;2
1;27.473699186865158;1;45.398477221800306;99.23963079075736;80.4360403471352;-0.2572599144854639;low;2
0;37.96800647469773;0;45.49607801149058;120.95332085899743;96.90510856623413;2.8957921972137726;medium;1
1;21.58867539375839;1;34.34638164049153;211.74146477617114;46.33421039448621;-0.3690980179806524;low;2
