training;age;emergency_breaking;braking_distance;power;miles;risk;group_name;group
0;25.83882946433864;1;42.59385852561548;170.92551364380734;60.17267840121862;2.004840723737463;medium;1
0;30.22625424887522;1;46.296352008444394;157.5031466748868;51.65053517037167;2.006675065944986;medium;1
0;43.38966302604412;1;33.172260019342964;176.2952578911496;48.444868887910324;-0.4248646723430368;low;2
0;39.9315658805273;1;30.532749311985278;123.65254847652663;45.18007920747846;-1.9415406894728036;low;2
1;38.78442052838601;1;37.82778693870878;85.10671724747247;42.98333791726517;-1.5011526282084424;low;2
0;30.11536627372348;1;38.38674043623206;137.4762653305505;94.25810035153779;0.7632259336489421;low;2
1;51.241157405778274;1;32.49961789501992;151.67408480156507;42.49357871297139;-1.488407708001132;low;2
0;34.326146527466285;1;45.96121951329636;153.89459393702884;44.93810764727904;1.1165721546465939;medium;1
0;51.930389124703;1;34.70112086114119;171.2507132660912;57.250870735619095;0.48565225007527824;low;2
0;30.635860241910155;1;40.790859719866354;89.93284832740834;51.22251536400256;-0.11594354283940944;low;2
0;25.886779606446332;1;40.62219397215015;111.67230853868402;28.249569722236167;0.6631495314293188;low;2
0;55.791564213772475;1;42.14982188968854;89.83638715236611;78.43710275609281;1.5130399905411445;medium;1
0;41.02921674371029;1;45.06005573233541;164.21644235935338;100.44175707483016;2.5906150546223445;medium;1
0;46.996547010779274;1;34.95135047716916;131.87428821659304;40.91267824865099;-0.7679905196094982;low;2
1;41.756033587138774;0;38.577262520869006;190.2143905113366;50.03179860698178;0.8766479957055228;low;2
0;33.13810922456243;1;32.74974721332011;116.61171872875659;103.11870688528451;-0.49478234249008257;low;2
0;26.0556592881931;1;26.81328543253797;213.99172491651473;47.804058091575456;-0.6370580351450135;low;2
1;44.88312903826839;1;32.5678956304872;113.41187744813692;52.344306174479044;-2.6662025982119406;low;2
0;34.19260422918109;1;46.7208643840718;148.9826016043125;75.05054704980583;1.7282891122190132;medium;1
0;30.937666701317887;1;42.101235365440466;118.15904809035331;99.83189077223938;1.071583385128699;medium;1
0;28.257484032181566;1;34.882771574362636;153.75992145705675;34.81165014745437;-0.07249073172328013;low;2
0;30.428689835060105;1;32.07776458528641;158.12261641547713;40.46296049163916;-1.0266987981418225;low;2
0;34.898671293053404;1;44.666058319495896;127.28082736271223;54.110475439583084;0.5812801610921885;low;2
0;84.92896257622938;1;35.77081359583849;135.23251809427006;53.92444686555817;1.3124278869590174;medium;1
1;49.49669531642037;1;31.43706914071072;101.34423542253298;37.87617301172772;-2.8939281558866727;low;2
0;36.118230289995424;1;36.301565907440704;236.53840948410547;34.61718379117027;1.5133624366162737;medium;1
0;34.53630344386933;1;30.650059988091016;169.79110503901418;38.34514568558668;-0.9512056677569211;low;2
0;54.31561519406931;1;46.07316658507014;97.63435458393019;110.96207013025817;2.921606486019735;medium;1
0;41.412899763654714;0;51.73400745984758;113.55834672723529;48.89809239940597;3.0758629372465727;high;0
0;50.31806760941175;1;30.419987982242624;123.84409701859857;68.10810401245455;-1.1540716704038732;low;2
